Test_id,Adjustment,Ambition,Sociability,Interpersonal_Sensitivity,Prudence,Inquisitive,Learning_Approach,Status
test100088,66.94937174563302,98.15163242918933,85.80183095990061,84.09584276915288,71.94606285541991,57.81137396970803,73.92363469965959,hired
test100089,89.78948152016811,95.50342434487203,69.83124578855478,95.24223972850373,93.20768245333714,42.99281353709059,72.94354445092155,hired
test100090,69.8299272241386,73.14313009332707,81.54896256486954,76.72365837375061,75.91555291175922,35.608482843467776,71.58266418294883,hired
test100091,65.6509465400388,78.51467397982032,83.67788625590109,72.35008016965195,80.16088367842731,49.81512549946539,83.421082181868,hired
test100092,65.50377822776748,72.28715730075956,79.84011656128398,82.90343788540174,87.4901072972543,53.50007589666585,83.49618457631173,hired
test100093,52.410077955929,72.61363672734487,80.83368224729489,95.90831334705464,98.53568332654402,37.255159222610445,77.85857586861047,hired
test100094,89.57266678110184,99.65926076009895,72.12336823565231,81.74506043161895,83.01315311044698,59.107442034074026,79.98321912021731,hired
test100095,61.447310300463435,70.17129850936281,60.58286681946661,74.58327287296414,66.66803758750697,58.3916367096649,81.14852782285219,hired
test100096,65.65994523747628,95.42435644544251,79.16428798850316,94.62393057385891,87.12166464950339,47.06591013670666,71.6819258912432,hired
test100097,74.29254587918693,83.58830396076729,79.46179164429867,79.60458683460946,69.77954977616554,51.8309889443934,85.81195938217556,hired
test100098,75.90643342291534,91.92222068904378,65.05618562978421,61.06751858235373,69.72447074863184,54.03056673439499,91.15537629743609,hired
test100099,73.72224582390304,87.9320313319358,75.69147070896173,75.53199323018116,82.50989322791004,64.00718088651134,84.49213457355386,hired
test100100,68.8707326204007,81.8514805250132,72.05696420177493,93.81510962579591,80.68669145205679,60.11246047525524,91.84866287589722,hired
test100101,74.81846594499709,86.0536287221136,79.57201558928084,78.08738186761671,100,69.15067610822192,72.01110575412967,hired
test100102,63.431699594501865,92.52762039683532,50.05831849979765,58.13464218179924,100,57.03690532946959,66.95107907946999,hired
test100103,84.67189074627956,76.7374708923431,84.32394212490827,85.70116598738196,93.16744830037602,59.90132281900562,82.03875593093058,hired
test100104,61.337121514397886,88.60671897616112,61.34974634821505,66.4915726691855,84.51730247113476,34.394340104326886,74.59262671951012,hired
test100105,65.82051103728094,100,65.37381976810879,72.45201320262353,82.24561895190396,61.95129760232727,76.2078126826176,hired
test100106,68.44015040986852,57.99683393387245,73.82287391020418,88.73713040377149,66.2152412835916,76.29463759873195,84.81234651770257,hired
test100107,64.97077157029626,79.30908299386866,67.31332387748762,78.049611391569,74.06604938518223,65.16581638487186,90.39286120509395,hired
test100108,68.09086784041871,74.124705179291,52.14407334399061,84.63268280932614,80.86133146613157,38.558636894623895,76.20381348371457,hired
test100109,55.727088214439384,84.9319732976085,61.09391945813208,82.67161839819317,84.19582690206471,65.81834302993138,73.48376353028412,hired
test100110,80.81655746424735,77.5427801834984,66.08788900065731,68.03654689332015,72.62667492528429,54.24495027899929,85.01958896553215,hired
test100111,70.81248601073624,96.3982660645535,75.9701776130991,79.44107455602044,86.8632110327618,61.74584191641189,90.21448370327016,hired
test100112,62.84512023248726,94.18125893384646,92.41767516484171,82.48293252926769,92.00428683837829,36.82395033559122,76.83061386571764,hired
test100113,83.52546158788718,85.71539165878775,66.76264352008614,82.79492164728654,87.69796926672345,52.31998795977459,84.0474242340421,hired
test100114,52.0334067816882,98.89857249328102,81.98228552620544,82.47567753339665,76.03017328056771,48.197512184701324,78.73385769528404,hired
test100115,83.54841638757932,86.69010684779336,85.35404757674291,89.58516893699903,83.6269652839748,57.22398190162035,75.59231492256846,hired
test100116,74.40462161287047,80.69412027605703,70.65170749779287,69.40978084830626,98.044274910483,33.081236928537,84.1704537176166,hired
test100117,92.92561461751012,86.49610499159115,77.92331306448028,90.13214673222254,88.28446354759343,60.1372363785773,84.02820997410124,hired
test100118,63.081434771509315,87.41480922751765,83.00869303695056,84.75497298403988,92.25440676550544,54.12080868280592,88.86578478547564,hired
test100119,70.49125472111739,89.63975174559236,85.87876995435218,58.937574380894425,100,28.139872643820276,76.03028549717513,hired
test100120,55.01459325184555,93.40976487791251,86.31948698061947,90.59283992364315,76.17696264201547,54.35454964899247,87.24687889401591,hired
test100121,53.34204235697663,83.3159988141305,84.34185258681214,87.60800193433236,73.15555529417362,55.938223716736836,87.01992232058456,hired
test100122,80.36523053329621,74.63123660674349,76.98546589945472,86.93335059026306,95.37898388556351,47.84177415038097,85.24066467875502,hired
test100123,60.92900751289535,79.80736561221788,77.0334850843466,65.94511571370107,100,65.36657159867939,58.53754104908329,hired
test100124,88.25003769101399,94.45408911417208,83.65169075621264,84.93405382887768,88.58178650592114,73.83605617389019,70.21983065743811,hired
test100125,67.71354721420067,71.06514335580664,71.32274037724018,75.26146163613396,96.70917234392722,46.34167112050849,87.61786347125192,hired
test100126,88.49717347985293,93.37400244049618,70.83577465383382,74.55877938183268,82.74509221143842,40.321375662995536,70.97740811235819,hired
test100127,66.58470547902354,82.24956177477473,85.89901172743247,66.22878366149642,74.18694630942007,49.82112183192104,74.95361846648532,hired
test100128,35.31022731099277,66.07826052375614,58.71932785132136,69.55084883050688,69.69708084588315,74.09844199036021,82.92119373459855,hired
test100129,52.04469776878287,100,68.17402854564222,93.71983678551244,82.38250870864664,55.358980369300156,76.13072994720264,hired
test100130,70.45438364092915,79.01309214688614,88.97551373649752,98.72628097198785,60.937851996810394,50.930634024678135,92.26959867292355,hired
test100131,65.22351246748457,89.21251905914887,67.03234495899665,70.27206331791619,94.26927685819722,54.64729455035023,58.32328685990189,hired
test100132,84.91510465172982,87.42605137853712,79.94899816020788,73.05706884608202,73.8001844005108,61.122185598399014,82.82334971274673,hired
test100133,59.56693411105999,91.11552846366588,76.02920843974765,66.4295267345801,80.52475303810597,57.152806643705276,87.09910802583362,hired
test100134,55.85180812642241,70.0271786070472,73.68969957742274,97.61757272214325,92.23278322729732,66.9960739169341,82.27891273242037,hired
test100135,76.8202507641839,79.37271863201126,69.4840863817198,84.60987447765,77.36481954507207,60.13180715659441,83.76920893776077,hired
test100136,62.5138701427033,81.79794449299752,74.03610855932601,68.72894458678725,95.3923586284777,67.48975937431524,68.2086670535801,hired
test100137,69.22816529574555,93.4365331567057,95.09016869647238,100,90.0322166917783,36.84152055283346,81.53707924960541,hired
test100138,71.42640678461115,64.63672640835738,83.09675223664608,74.8677954840387,81.112442590114,69.65743984484936,75.93887998115235,hired
test100139,62.16825209664414,91.13351763026216,87.90472790309563,80.44056922537521,74.22305014537393,49.24089470471199,74.08744085460833,hired
test100140,54.974817524581724,86.76325328795122,65.80769912550271,74.77624665296393,78.07359521799596,49.831188565376785,88.5396211231317,hired
test100141,68.54590874929649,91.64857949688754,60.50794219056856,96.9953266970704,97.43777039978175,57.72232195135187,81.35825521831929,hired
test100142,83.73391397308633,90.77812406644689,74.96783793677446,97.31918579458441,82.48770495008375,64.90460613827793,91.31984685844725,hired
test100143,66.37560077297258,99.82445416009999,58.956667136991754,100,98.68750230275421,62.721396704505686,83.58986636529879,hired
test100144,57.378443232938466,70.35778272998962,83.27012727055819,89.15823348334072,59.92264885631745,45.14162306215937,61.779329772387854,hired
test100145,62.4215355552963,92.11986474052983,69.8513242620315,71.3077636361745,100,60.83994007855629,78.44335444894746,hired
test100146,60.655374511249505,91.55176040295626,65.13048280599105,94.36384934214405,82.69037616852657,52.48211511637998,89.1367318785303,hired
test100147,84.30473610764957,78.13027521175925,96.8179099880891,93.17493741648717,83.47614440119709,50.314532359456415,81.95880875935151,hired
test100148,85.43746944309162,83.79187382789335,84.69074117050242,90.82682312262166,80.69846224046128,62.05757732627096,87.34594980097856,hired
test100149,78.04420692763166,98.71572976749987,73.75890221448631,89.44775981761217,75.44775598296704,48.245095043653954,79.77965384869759,hired
test100150,67.34494922919139,81.75508456756108,69.82780251926152,76.38253470195085,72.11426353918749,41.87659251919573,64.05929652214022,hired
test100151,71.38992581439729,80.59630015179444,84.7344129759085,80.69333846204525,90.8496913547074,44.78922446168353,77.61905503740527,hired
test100152,80.5926114874361,96.79583588004041,81.65111002439367,99.33670446363308,72.21780907404904,51.59917278266481,69.33146780054575,hired
test100153,80.59959092312116,91.90803943954054,80.81651975164733,65.41120636449341,100,68.49982269430245,76.99788454437123,hired
test100154,87.72924950269602,82.27730002342327,85.7767663188022,71.0760084517928,81.61136358000178,66.13105821176039,87.69802443541275,hired
test100155,83.11654406384764,86.23060666615193,66.35471431752487,72.44596648951416,82.63355453613705,63.29065759163041,61.95763259511961,hired
test100156,87.9330837012404,93.69966113951548,66.85828537891565,92.48274793199406,84.67494336953735,44.98866418696006,68.28940917246327,hired
test100157,40.867794619852006,87.20918856489695,77.65270109537656,100,68.74509502248893,52.2517790002925,71.18087484242211,hired
test100158,72.27026339389695,78.41370447787256,63.42492032910633,83.54945900675976,88.58197577255687,69.9932251474975,75.87174037757033,hired
test100159,74.95506076344434,75.3992038459694,74.36566433779917,74.42878274815337,87.91460491235742,59.39633785576843,82.63642342743866,hired
test100160,78.254850770615775,91.59070920917978,94.35044423929222,66.99765422025541,85.42370215308551,61.16322841354417,56.370363232134324,hired
test100161,67.3330012150187,86.46974820966005,85.23071275477703,70.98701902244815,93.9663932039244,83.75771918006559,71.96729651854935,hired
test100162,86.84294781145837,90.56235977551556,66.9402055438228,79.81723893164786,73.91062094520548,42.716965314679,71.6950049214919,hired
test100163,55.87125320653599,62.431182472442245,76.57516985688883,79.90010228833557,100,40.69552458449281,65.29393586951355,hired
test100164,61.73186207906539,100,68.01745322762007,83.13423281587345,78.04700045842424,59.033008753918764,80.61637672715567,hired
test100165,79.0106465994328,100,77.88413126634858,79.61698845105325,75.05756209989484,55.891357928918744,86.20863906040307,hired
test100166,67.40295920888407,89.58856936484095,73.74879162467155,77.1350984118754,79.09999012447751,69.21007271111877,81.54356422902057,hired
test100167,49.00598174633629,76.5116772769825,67.392015677882,76.46545337229547,82.50398576040017,58.44077644035548,72.95884204721847,hired
test100168,80.98020030449682,100,54.62074637024657,73.75253318778506,79.6620619875099,57.9005514629823,79.32184723995333,hired
test100169,70.03128683398879,77.22017528190163,82.12067806920948,68.85568955288511,63.46407424436019,38.957666605100286,76.32789475636586,hired
test100170,71.800805019391,78.54719288096325,78.43261931621132,89.44213038735211,77.84152100370335,44.17138342544568,78.14039757012193,hired
test100171,60.95340886333782,78.12925862500157,78.31164296091376,82.09378912953748,84.55204203517518,46.812706977094884,63.80597868469726,hired
test100172,46.73100294136637,79.34762563020762,66.25831858635232,72.46229410733186,94.52095075952202,55.79680667726175,84.53304463311979,hired
test100173,53.01072973234111,69.83931737032817,76.97022243593027,76.12546826623952,80.84927396599518,65.9336441682614,70.12139342243306,hired
test100174,81.93104307241468,92.528436842525707,67.08249857708131,81.55875796516128,96.90639596610426,60.636513906735644,80.48748018115285,hired
test100175,62.082346116867434,71.3036620412234,79.64066718723748,88.2808006231693,83.7628002128247,63.8933675591597,85.5877980821911,hired
test100176,61.366617797165894,84.61093589993436,62.32837021427051,74.75394977277035,74.89013754115226,51.42763054081052,88.4906631167112,hired
test100177,77.1394484249054,69.29051855395737,61.92632910008144,69.93651929475595,99.03329498382097,37.789958892270306,77.27563412422519,hired
test100178,83.05645732846358,90.42464035130982,81.93514403282153,65.99257747691921,82.93284999926561,69.59074182585361,89.92070190884311,hired
test100179,75.44185906886175,100,68.37045481858195,84.67422837108134,70.12231981656485,71.16560582789631,75.02069373565503,hired
test100180,69.82710600304763,98.47551782895131,69.49299412181328,79.09197491782179,88.33414736494987,60.09725672515087,86.55361679601047,hired
test100181,56.98787207815039,87.83695224074727,64.75369498377371,94.76350058948859,98.29685320946996,33.921127978375345,65.98728716978998,hired
test100182,50.22694473191846,81.91464002060698,74.09931616560158,85.76776633971734,78.0176673701386,72.6223564921971,60.23567829426469,hired
test100183,75.63116093553184,95.50043427462741,44.163598952434626,100,78.08722118284102,44.213409506105954,84.05862691401052,hired
test100184,61.29002645234698,82.25563951989426,90.08269748998615,63.38054415701623,86.27994395552864,52.675105839797936,86.73775931485383,hired
test100185,62.596574404592246,82.41734208936954,85.84774689633738,91.60860328442567,96.97620359458858,34.615411051602116,67.96883670508323,hired
test100186,70.49665001939643,100,79.6151995419322,86.81110680196055,83.69797712530983,59.537470008077406,94.65052689864983,hired
test100187,61.61589797090928,72.43456318656482,61.29437339658157,63.26709055105687,89.12667406709058,42.96482443967917,90.89216907321011,hired
test100188,58.913156864033134,89.2335046301522,63.47509939275167,70.76899369506278,61.77985391643495,49.33169304728763,79.62029250498509,hired
test100189,50.01379968122444,100,76.96124348224198,72.11828170615814,100,64.70128226241086,69.56796252481385,hired
test100190,63.78008675869456,89.04967936347872,73.35905469998008,72.95179137970698,97.63237189122597,45.17104096208223,97.20680576973741,hired
test100191,55.3853304499694,90.58073708190307,73.69131021000211,76.00842140993939,78.50959745199552,60.521857823309595,67.67251965712899,hired
test100192,71.52716518834616,77.03258128629744,93.50109733969217,84.24834797996049,71.69770605729627,58.509602398204954,76.88723465155766,hired
test100193,73.1857903429855,78.79181480848743,66.36425435509146,56.760862208276144,83.68427605552574,57.61454810844601,78.91295032227914,hired
test100194,68.09525667310461,87.87942740376418,71.20079486221582,90.92694888306022,84.33175452192222,46.659892020483284,76.0386276847687,hired
test100195,75.01113232438398,71.76478994398961,62.984663800328356,71.3073477945094,64.39573524523155,63.01840097275829,91.44285774969956,hired
test100196,54.490842361295265,82.58573897526101,94.41513598460007,89.10711250937565,84.14083116657226,73.63267817721238,82.27749462499679,hired
test100197,80.09754073335743,80.6358897792619,96.82435723542146,87.07437475401926,100,60.77040577869132,73.53524171225826,hired
test100198,55.26038655757989,94.88981153680214,72.45760677517829,85.32920715146635,59.976827403056404,50.28470517201655,77.44148694423477,hired
test100199,60.64977369087756,95.51079663614124,72.63713685123817,76.97627853365788,86.91684934231486,43.600305105839134,85.1629516057536,hired
test100200,75.3006296187925,82.62322487631363,76.45366332889758,88.4664450502426,75.6689814500074,62.29258059465248,68.75801882912256,hired
test100201,55.408561958564,69.31876792853433,69.92647371531227,80.45921048197549,76.88937686534523,57.83079750220079,62.26781137131512,hired
test100202,82.13108525979409,78.8496824055647,66.23212258892701,99.19722458192842,97.73487181884668,46.92777521450551,62.32427994174196,hired
test100203,47.618677699169076,89.62574158307234,88.17122233314443,85.47993374342168,88.98011571704637,67.44328365063404,85.77934115060461,hired
test100204,72.98675728471648,92.83926039567339,55.45089711508062,75.72343947009053,83.96974799072123,63.184828498225954,78.89750505668964,hired
test100205,66.01769282893498,72.09564485354755,63.29642445980306,66.54886892734004,76.75915839211443,47.44329269752554,65.88818586445805,hired
test100206,83.20327105303718,93.70705851632499,75.08891990173325,95.113374614396,91.76208410990878,68.16774684548037,80.75556949607453,hired
test100207,62.11315656442212,83.58910666281596,65.31246274759798,86.02358952029638,85.1791203918917,58.062869767046855,83.96808631710537,hired
test100208,72.26943927187652,93.3564646144173,69.35601763279962,97.8368791829178,100,44.76461889489109,75.17078760922824,hired
test100209,70.15847633321671,90.68595555535272,61.046453120739116,92.77849861521355,85.92710224146806,37.86927993157777,86.98599581561973,hired
test100210,60.423618940465396,91.44186905361444,75.19446104797727,72.96420406859491,88.85106565642816,46.76798978435517,77.92311002274094,hired
test100211,75.42803199425344,76.78675142329843,78.63064993635786,95.3138197462705,100,57.75919860857917,100,hired
test100212,92.78508807935093,90.44016046611557,72.36183628843655,87.60236510730182,77.86730741637356,69.74104136279178,92.41379355042439,hired
test100213,71.70791297040367,97.22452674383311,78.84319240562674,81.34830055169733,80.62676796142483,64.02990322537303,80.7186657606684,hired
test100214,63.80867133827396,87.73917413189041,79.85121864540767,74.46877359429945,100,69.27249191356584,85.10387454210311,hired
test100215,78.34584537771886,92.33216860804265,61.94103974433046,78.92766555697116,100,51.78545962243945,66.37850724992717,hired
test100216,62.40496024050105,100,73.59542891593736,92.48090679615773,75.1348305722595,81.07406623835143,63.4422986954539,hired
test100217,83.8116858037986,93.46480433050769,75.8314979029649,83.76549394295978,99.59084365838368,52.67414484238414,80.74843322566714,hired
test100218,66.54352194877153,88.86260993227705,77.72544815170838,88.05366420780032,95.01252227811634,50.30558611082668,62.9010974947828,hired
test100219,58.686234542302294,87.70351335492754,82.91362494593095,79.14386639958,88.91290953355093,49.76278751718748,93.69979591326005,hired
test100220,55.061921793140236,89.08185873763252,79.06196444744441,91.94690294563654,94.82722283829793,50.23143891764344,62.83218639033284,hired
test100221,63.29239201279104,74.14074301154834,64.73295811175612,70.0038139017937,76.09352262451114,49.91302689937024,77.68134772465326,hired
test100222,81.06824605692094,87.13609476136159,81.50398148299863,80.73472539669231,78.15098742030688,57.29733163587096,65.9439088366411,hired
test100223,68.63711576182467,100,70.26937212933711,68.65774873720893,95.92012596781582,58.740019567058745,69.42371564588841,hired
test100224,78.4683806756055,98.53813289136951,90.52225100353783,99.91316279758293,90.56446935875744,65.13477419055891,86.74031431403631,hired
